keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
quantum-machine-learning,6,-0.17,0.45,0.66,0.91
quantum-material,21,-0.12,0.48,0.65,0.87
quantum-measurement,9,0.29,0.27,0.59,0.82
quantum-mechanics,31,-0.09,0.60,0.61,0.98
quantum-memory,21,-0.12,0.48,0.70,0.83
quantum-metrology,9,0.29,0.27,0.63,0.98
quantum-network,6,-0.17,0.45,0.57,0.96
quantum-networking,6,-0.17,0.45,0.55,0.91
quantum-networks,6,-0.17,0.45,0.60,0.91
quantum-noise,1,-0.09,0.60,0.60,0.98
quantum-optics,31,-0.09,0.60,0.53,0.95
quantum-particle,21,-0.12,0.48,0.62,0.99
quantum-phenomena,6,-0.17,0.45,0.59,0.94
quantum-physicist,26,-0.14,0.54,0.71,0.80
quantum-physics,31,-0.09,0.60,0.69,0.91
quantum-processing,6,-0.17,0.45,0.57,0.99
quantum-processor,17,-0.09,0.62,0.67,0.93
quantum-programming,6,-0.17,0.45,0.59,0.89
quantum-radar,9,0.29,0.27,0.53,0.95
quantum-research,6,-0.17,0.45,0.57,0.98
quantum-safe-cryptography,6,-0.17,0.45,0.51,0.96
quantum-science,31,-0.09,0.60,0.72,0.87
quantum-sensing,31,-0.09,0.60,0.71,0.93
quantum-sensor,21,-0.12,0.48,0.57,0.93
quantum-sensors,31,-0.09,0.60,0.68,0.94
quantum-simulation,6,-0.17,0.45,0.64,0.91
quantum-simulator,21,-0.12,0.48,0.74,0.82
quantum-software,6,-0.17,0.45,0.54,0.94
quantum-state,1,-0.09,0.60,0.65,0.96
quantum-superposition,21,-0.12,0.48,0.59,0.87
quantum-system,21,-0.12,0.48,0.71,0.98
quantum-systems,6,-0.17,0.45,0.62,0.97
quantum-technologies,31,-0.09,0.60,0.74,0.87
quantum-technology,31,-0.09,0.60,0.72,0.93
quantum-teleportation,21,-0.12,0.48,0.56,0.97
quantum-theory,6,-0.17,0.45,0.57,0.95
quantum-world,21,-0.12,0.48,0.52,0.98
qubit,1,-0.09,0.60,0.69,0.94
qubit-control,9,0.29,0.27,0.52,0.79
qubits,1,-0.09,0.60,0.67,0.98
qubit-system,9,0.29,0.27,0.50,0.82
qudits,9,0.29,0.27,0.59,0.57
queen,15,-0.19,0.47,0.65,0.95
queen-elizabeth,15,-0.19,0.47,0.55,0.93
question,28,-0.14,0.56,0.55,0.97
questionable,37,-0.15,0.56,0.61,0.88
quilt,0,-0.16,0.50,0.51,0.92
quite,8,-0.17,0.51,0.51,0.97
r,13,-0.17,0.46,0.54,0.92
rabbit,15,-0.19,0.47,0.56,0.98
race,20,-0.13,0.57,0.59,0.94
rack,19,-0.16,0.53,0.59,0.88
radiation,1,-0.09,0.60,0.64,0.96
radio-frequency,1,-0.09,0.60,0.60,0.96
radiotherapy,7,-0.11,0.60,0.56,0.93
ram,17,-0.09,0.62,0.60,0.92
ramanathan,26,-0.14,0.54,0.53,0.97
ramp-up,4,-0.20,0.45,0.55,0.90
rapid,33,-0.11,0.59,0.60,0.91
rare,37,-0.15,0.56,0.58,0.92
rattle,30,-0.16,0.48,0.72,0.96
raw,0,-0.16,0.50,0.52,0.93
r-d,3,-0.14,0.55,0.69,0.87
reach,10,-0.06,0.66,0.60,0.98
reactor,1,-0.09,0.60,0.70,0.84
ready,37,-0.15,0.56,0.51,0.96
ready-access,16,-0.20,0.41,0.61,0.85
reaffirm,11,-0.10,0.60,0.52,0.97
real,8,-0.17,0.51,0.65,0.88
realistic,37,-0.15,0.56,0.66,0.92
reality,20,-0.13,0.57,0.58,0.97
realize,11,-0.10,0.60,0.67,0.93
really,20,-0.13,0.57,0.70,0.92
real-time,39,-0.12,0.59,0.58,0.90
real-time-insight,16,-0.20,0.41,0.51,0.90
real-value,16,-0.20,0.41,0.53,0.93
reap,29,-0.02,0.69,0.63,0.94
reason,20,-0.13,0.57,0.55,0.89
reasonable,37,-0.15,0.56,0.56,0.92
recall,11,-0.10,0.60,0.55,0.96
receive,22,-0.06,0.66,0.57,0.98
recharge,19,-0.16,0.53,0.50,0.93
reckon,30,-0.16,0.48,0.51,0.93
recognize,11,-0.10,0.60,0.75,0.90
recommend,11,-0.10,0.60,0.57,0.99
recruit,22,-0.06,0.66,0.61,0.94
red-fluorescence,13,-0.17,0.46,0.52,0.96
red-led,1,-0.09,0.60,0.60,0.89
reduce,29,-0.02,0.69,0.59,0.93
ref,13,-0.17,0.46,0.59,0.84
refer,11,-0.10,0.60,0.66,0.95
refine,29,-0.02,0.69,0.69,0.93
reflect,11,-0.10,0.60,0.55,0.92
refraction,1,-0.09,0.60,0.66,1.00
regime,28,-0.14,0.56,0.59,1.00
regional,3,-0.14,0.55,0.51,0.90
register,22,-0.06,0.66,0.51,0.97
regular-computer,21,-0.12,0.48,0.74,0.74
regulate,22,-0.06,0.66,0.68,0.97
regulatory,3,-0.14,0.55,0.53,0.90
rein,11,-0.10,0.60,0.55,0.93
reinforce,29,-0.02,0.69,0.78,0.77
reinvent,29,-0.02,0.69,0.68,0.82
reject,11,-0.10,0.60,0.68,0.86
relate,11,-0.10,0.60,0.71,0.92
relevant,37,-0.15,0.56,0.73,0.81
reliable,33,-0.11,0.59,0.69,0.89
reliant,37,-0.15,0.56,0.53,0.90
rely,22,-0.06,0.66,0.55,0.99
remain,11,-0.10,0.60,0.51,0.99
remarkable,8,-0.17,0.51,0.64,0.85
remind,11,-0.10,0.60,0.63,0.92
remove,11,-0.10,0.60,0.67,0.97
render,11,-0.10,0.60,0.69,0.87
renew,22,-0.06,0.66,0.61,0.97
renewable-energy,3,-0.14,0.55,0.61,0.87
repeatable,33,-0.11,0.59,0.72,0.79
repeatedly,28,-0.14,0.56,0.55,0.91
repeater,1,-0.09,0.60,0.61,0.96
replace,11,-0.10,0.60,0.62,0.98
replicate,11,-0.10,0.60,0.67,0.99
represent,11,-0.10,0.60,0.58,0.92
reproduce,11,-0.10,0.60,0.57,0.97
reproducibility,12,-0.11,0.59,0.70,0.86
require,22,-0.06,0.66,0.63,0.94
research,3,-0.14,0.55,0.57,0.94
research-associate,26,-0.14,0.54,0.78,0.75
research-chair,26,-0.14,0.54,0.64,0.83
research-development,3,-0.14,0.55,0.60,0.97
researcher,26,-0.14,0.54,0.76,0.81
researchers,7,-0.11,0.60,0.61,0.88
research-lab,26,-0.14,0.54,0.58,0.94
research-laboratory,31,-0.09,0.60,0.57,0.96
research-project,26,-0.14,0.54,0.55,0.98
research-question,18,-0.21,0.38,0.58,0.93
research-scientist,26,-0.14,0.54,0.80,0.70
resident,15,-0.19,0.47,0.54,0.96
resign,28,-0.14,0.56,0.55,0.96
resiliency,3,-0.14,0.55,0.60,0.92
resilient,4,-0.20,0.45,0.54,1.00
resist,11,-0.10,0.60,0.75,0.83
resistant,37,-0.15,0.56,0.64,0.91
resolve,22,-0.06,0.66,0.60,0.98
resonant,8,-0.17,0.51,0.53,0.97
resonator,1,-0.09,0.60,0.79,0.79
resource,3,-0.14,0.55,0.53,0.99
respectively,38,-0.21,0.45,0.58,0.85
respond,22,-0.06,0.66,0.75,0.93
response,28,-0.14,0.56,0.51,0.91
responsive,37,-0.15,0.56,0.63,0.95
restrict,11,-0.10,0.60,0.68,0.93
restricted-boltzmann-machine,9,0.29,0.27,0.56,0.53
retail,3,-0.14,0.55,0.52,0.91
retain,29,-0.02,0.69,0.62,0.98
rethink,29,-0.02,0.69,0.61,0.97
retire,10,-0.06,0.66,0.61,0.92
retrieve,11,-0.10,0.60,0.51,0.98
return,10,-0.06,0.66,0.68,0.87
reveal,11,-0.10,0.60,0.70,0.88
revenue,38,-0.21,0.45,0.50,0.91
reverse,11,-0.10,0.60,0.61,0.91
revisit,11,-0.10,0.60,0.67,0.89
revolutionary,8,-0.17,0.51,0.60,0.98
revolutionize,29,-0.02,0.69,0.73,0.77
rewrite,11,-0.10,0.60,0.61,0.93
rf,13,-0.17,0.46,0.54,0.99
rich,8,-0.17,0.51,0.52,0.91
right,20,-0.13,0.57,0.68,0.79
ring,15,-0.19,0.47,0.65,1.00
rising,4,-0.20,0.45,0.52,0.95
riverlane,9,0.29,0.27,0.53,0.88
road,19,-0.16,0.53,0.51,0.98
robot,39,-0.12,0.59,0.68,0.93
robotic,31,-0.09,0.60,0.59,0.97
robust,33,-0.11,0.59,0.71,0.85
robustness,12,-0.11,0.59,0.71,0.82
roll,19,-0.16,0.53,0.67,0.96
room,20,-0.13,0.57,0.63,0.87
room-temperature,1,-0.09,0.60,0.59,0.94
round,15,-0.19,0.47,0.52,0.97
routing,39,-0.12,0.59,0.55,0.90
roy,14,-0.03,0.68,0.79,0.77
rs,13,-0.17,0.46,0.60,0.84
rules,2,-0.19,0.47,0.54,0.96
run,10,-0.06,0.66,0.67,0.98
run-time,12,-0.11,0.59,0.56,0.97
runtime,39,-0.12,0.59,0.58,1.00
runtimes,17,-0.09,0.62,0.64,0.87
rwth,26,-0.14,0.54,0.50,0.95
saas,3,-0.14,0.55,0.55,0.98
safety,3,-0.14,0.55,0.51,0.90
sam,14,-0.03,0.68,0.71,0.82
sample,1,-0.09,0.60,0.54,0.98
samsung-display,17,-0.09,0.62,0.53,0.95
sanction,28,-0.14,0.56,0.51,0.99
sandia,26,-0.14,0.54,0.55,0.93
satellite,39,-0.12,0.59,0.62,0.95
satellite-communication,31,-0.09,0.60,0.56,0.97
satellite-dish,0,-0.16,0.50,0.52,0.95
satisfy,11,-0.10,0.60,0.69,0.99
saturation,12,-0.11,0.59,0.64,0.91
save,10,-0.06,0.66,0.62,0.94
savvy,8,-0.17,0.51,0.57,0.89
say,11,-0.10,0.60,0.65,0.95
scalability,3,-0.14,0.55,0.62,0.98
scalable,33,-0.11,0.59,0.87,0.74
scale,29,-0.02,0.69,0.62,0.93
scale-up,3,-0.14,0.55,0.59,0.96
scan,39,-0.12,0.59,0.61,0.91
scanning-tunneling-microscope,21,-0.12,0.48,0.58,0.99
scene,15,-0.19,0.47,0.58,0.98
school,20,-0.13,0.57,0.64,0.86
science,3,-0.14,0.55,0.55,0.98
science-professor,26,-0.14,0.54,0.69,0.79
scientia-professor,26,-0.14,0.54,0.70,0.81
scientific,31,-0.09,0.60,0.63,0.95
scientific-director,26,-0.14,0.54,0.71,0.74
scientific-discovery,31,-0.09,0.60,0.57,0.96
scientific-research,31,-0.09,0.60,0.67,0.94
scientist,26,-0.14,0.54,0.80,0.81
scope,12,-0.11,0.59,0.52,0.96
screen,39,-0.12,0.59,0.58,0.96
sean,14,-0.03,0.68,0.87,0.56
search-engine,39,-0.12,0.59,0.63,0.87
seasoned,8,-0.17,0.51,0.50,0.91
seat,15,-0.19,0.47,0.51,0.98
second-frequency,1,-0.09,0.60,0.52,0.99
secrecy,25,-0.14,0.54,0.51,0.95
secretary,28,-0.14,0.56,0.64,0.89
secret-key,39,-0.12,0.59,0.56,0.97
secs,13,-0.17,0.46,0.54,0.87
section-2,18,-0.21,0.38,0.52,0.90
sector,3,-0.14,0.55,0.56,0.98
secure,29,-0.02,0.69,0.64,0.98
secure-access,16,-0.20,0.41,0.62,0.92
secure-communication,16,-0.20,0.41,0.51,0.98
secure-computing,6,-0.17,0.45,0.50,0.92
securely,39,-0.12,0.59,0.61,0.90
security,3,-0.14,0.55,0.64,0.91
security-advantage,16,-0.20,0.41,0.52,0.95
security-industry,3,-0.14,0.55,0.58,0.97
see,10,-0.06,0.66,0.73,0.91
seek,22,-0.06,0.66,0.69,0.91
seem,11,-0.10,0.60,0.50,0.98
seismology,31,-0.09,0.60,0.62,0.95
select,22,-0.06,0.66,0.59,0.92
self-contained,33,-0.11,0.59,0.65,0.83
self-driving-car,21,-0.12,0.48,0.60,0.95
self-learning,6,-0.17,0.45,0.61,0.97
selfridges,0,-0.16,0.50,0.52,0.93
semantic,12,-0.11,0.59,0.59,0.98
semiconducting,1,-0.09,0.60,0.68,0.86
semiconductor,31,-0.09,0.60,0.64,0.87
semiconductor-nanocrystals,9,0.29,0.27,0.51,0.93
sen,28,-0.14,0.56,0.56,0.91
send,10,-0.06,0.66,0.68,0.92
sender,39,-0.12,0.59,0.52,0.99
senior,26,-0.14,0.54,0.57,0.93
senior-director,26,-0.14,0.54,0.58,0.86
senior-fellow,26,-0.14,0.54,0.62,0.85
senior-research-fellow,26,-0.14,0.54,0.68,0.80
sensing,31,-0.09,0.60,0.58,0.95
sensitive,37,-0.15,0.56,0.73,0.89
sensitive-data,39,-0.12,0.59,0.62,0.91
sensitivity,12,-0.11,0.59,0.70,0.83
sensor,1,-0.09,0.60,0.81,1.00
sentence,28,-0.14,0.56,0.57,0.92
sequence,12,-0.11,0.59,0.63,0.99
serial-entrepreneur,26,-0.14,0.54,0.57,0.90
series,15,-0.19,0.47,0.60,0.94
serve,22,-0.06,0.66,0.69,0.95
server,39,-0.12,0.59,0.82,0.77
serverless,6,-0.17,0.45,0.56,0.98
service,39,-0.12,0.59,0.54,0.97
service-provider,39,-0.12,0.59,0.58,0.97
services,3,-0.14,0.55,0.60,0.89
settle,19,-0.16,0.53,0.54,0.97
setup,39,-0.12,0.59,0.69,0.86
severe,37,-0.15,0.56,0.55,0.98
sfu,26,-0.14,0.54,0.60,0.88
shape,29,-0.02,0.69,0.63,0.88
shared-secret-key,21,-0.12,0.48,0.53,0.99
sheet,1,-0.09,0.60,0.56,0.95
shelf,0,-0.16,0.50,0.61,0.90
shell-thickness,12,-0.11,0.59,0.70,0.99
ship,19,-0.16,0.53,0.52,0.95
short-term,4,-0.20,0.45,0.60,0.85
showcase,29,-0.02,0.69,0.69,0.85
si,13,-0.17,0.46,0.59,0.85
side,20,-0.13,0.57,0.58,0.94
side-channel,1,-0.09,0.60,0.54,0.99
sidestep,11,-0.10,0.60,0.63,0.96
sign,19,-0.16,0.53,0.51,0.98
signal,30,-0.16,0.48,0.53,0.94
signaling-pathway,7,-0.11,0.60,0.68,0.86
signal-processing,31,-0.09,0.60,0.74,0.82
signature,0,-0.16,0.50,0.51,0.95
significant,37,-0.15,0.56,0.62,0.95
significant-advantage,32,-0.14,0.55,0.57,0.94
significant-barrier,32,-0.14,0.55,0.51,0.90
significant-growth,4,-0.20,0.45,0.50,0.94
significant-leap-forward,32,-0.14,0.55,0.69,0.80
significantly,4,-0.20,0.45,0.57,0.92
significant-player,32,-0.14,0.55,0.67,0.80
significant-step,32,-0.14,0.55,0.76,0.75
significant-step-forward,32,-0.14,0.55,0.81,0.70
signify,30,-0.16,0.48,0.59,0.86
silicon,17,-0.09,0.62,0.70,0.91
silicon-based,1,-0.09,0.60,0.52,0.99
silicon-carbide,1,-0.09,0.60,0.67,0.88
silicon-photonics,31,-0.09,0.60,0.66,0.94
silicon-substrate,1,-0.09,0.60,0.73,0.80
silicon-wafer,1,-0.09,0.60,0.72,0.80
silk,0,-0.16,0.50,0.51,0.91
simmons,14,-0.03,0.68,0.64,0.91
simple,33,-0.11,0.59,0.60,0.95
simpler,33,-0.11,0.59,0.59,0.90
simplicity,33,-0.11,0.59,0.54,0.96
simplify,29,-0.02,0.69,0.72,0.87
simply,20,-0.13,0.57,0.67,0.88
simulate,11,-0.10,0.60,0.54,0.99
simulated,35,-0.17,0.50,0.58,0.95
simulation,31,-0.09,0.60,0.72,0.92
simulator,39,-0.12,0.59,0.53,1.00
single,15,-0.19,0.47,0.51,0.99
single-atom,1,-0.09,0.60,0.74,0.84
single-chip,17,-0.09,0.62,0.61,0.95
single-cloud,21,-0.12,0.48,0.56,0.92
single-electron,1,-0.09,0.60,0.72,1.00
single-entity,21,-0.12,0.48,0.52,0.99
single-layer,1,-0.09,0.60,0.58,0.90
single-molecule,1,-0.09,0.60,0.57,0.95
single-photon,1,-0.09,0.60,0.70,0.88
single-photon-detector,9,0.29,0.27,0.56,0.86
single-qubit,21,-0.12,0.48,0.72,0.80
single-surface,1,-0.09,0.60,0.55,0.99
singlet,13,-0.17,0.46,0.50,1.00
singularity,6,-0.17,0.45,0.56,0.96
sister,14,-0.03,0.68,0.68,0.92
sit,10,-0.06,0.66,0.72,0.88
skills,3,-0.14,0.55,0.58,0.90
skillsets,3,-0.14,0.55,0.56,0.94
skip,19,-0.16,0.53,0.54,0.99
sky-q,0,-0.16,0.50,0.55,0.92
skyrmions,1,-0.09,0.60,0.70,0.85
slide,19,-0.16,0.53,0.62,0.83
slip,19,-0.16,0.53,0.72,0.81
slow,4,-0.20,0.45,0.52,0.97
slowing,4,-0.20,0.45,0.57,0.88
small,33,-0.11,0.59,0.50,0.96
smaller,35,-0.17,0.50,0.51,0.93
small-satellite,36,-0.20,0.39,0.66,0.94
smart,33,-0.11,0.59,0.69,1.00
smarter,33,-0.11,0.59,0.56,0.94
smart-grid,6,-0.17,0.45,0.54,0.97
smartphone,39,-0.12,0.59,0.72,0.93
smart-tv,0,-0.16,0.50,0.72,0.95
smooth,33,-0.11,0.59,0.51,0.94
soc,17,-0.09,0.62,0.65,0.88
social,3,-0.14,0.55,0.57,0.88
society,20,-0.13,0.57,0.55,0.97
software,39,-0.12,0.59,0.78,0.85
software-development-kit,6,-0.17,0.45,0.53,0.98
software-engineer,26,-0.14,0.54,0.71,0.83
software-side,17,-0.09,0.62,0.57,0.93
software-tool,39,-0.12,0.59,0.65,0.91
solar-cell,1,-0.09,0.60,0.76,0.77
soldier,15,-0.19,0.47,0.61,0.93
solicit,22,-0.06,0.66,0.60,0.92
solid-state,1,-0.09,0.60,0.70,0.90
solution,39,-0.12,0.59,0.61,0.95
solutions,3,-0.14,0.55,0.74,0.88
solution-type,27,-0.20,0.36,0.55,0.87
solve,29,-0.02,0.69,0.70,0.94
someone,20,-0.13,0.57,0.69,0.81
something,20,-0.13,0.57,0.71,0.81
son,14,-0.03,0.68,0.62,0.97
sonar,1,-0.09,0.60,0.53,0.93
sophisticated,33,-0.11,0.59,0.69,0.83
sorbed,13,-0.17,0.46,0.51,0.91
space,20,-0.13,0.57,0.60,0.93
spacecraft,1,-0.09,0.60,0.62,0.95
space-exploration,31,-0.09,0.60,0.61,0.93
spark,30,-0.16,0.48,0.59,0.94
spatial,12,-0.11,0.59,0.69,0.93
spe,13,-0.17,0.46,0.52,0.92
speak,10,-0.06,0.66,0.69,0.90
speaker,28,-0.14,0.56,0.68,0.84
spearhead,29,-0.02,0.69,0.65,0.88
special,8,-0.17,0.51,0.54,0.96
special-session,28,-0.14,0.56,0.58,0.86
specific,37,-0.15,0.56,0.63,0.94
specific-domain,21,-0.12,0.48,0.57,0.99
specify,11,-0.10,0.60,0.59,0.94
spectacular,8,-0.17,0.51,0.58,0.94
spectral-decomposition,9,0.29,0.27,0.59,0.63
spectroscopy,31,-0.09,0.60,0.76,0.85
speech,28,-0.14,0.56,0.68,0.83
spend,10,-0.06,0.66,0.67,0.84
spin,19,-0.16,0.53,0.71,0.82
spinoff,15,-0.19,0.47,0.51,0.92
spin-qubit,9,0.29,0.27,0.56,0.55
spin-qubits,21,-0.12,0.48,0.61,0.98
spin-transport,9,0.29,0.27,0.56,0.73
spintronics,31,-0.09,0.60,0.56,0.95
spin-wave,21,-0.12,0.48,0.52,0.95
spray,19,-0.16,0.53,0.55,0.99
spur,29,-0.02,0.69,0.72,0.82
sql,39,-0.12,0.59,0.61,0.91
squeezed-light,21,-0.12,0.48,0.54,0.99
stability,4,-0.20,0.45,0.54,0.98
stabilize,29,-0.02,0.69,0.63,0.88
stabilized,35,-0.17,0.50,0.52,0.95
stabilizer,1,-0.09,0.60,0.57,0.88
stable,35,-0.17,0.50,0.54,0.98
stage,15,-0.19,0.47,0.51,0.97
staggering,38,-0.21,0.45,0.56,0.86
stand,10,-0.06,0.66,0.69,0.91
standardised,33,-0.11,0.59,0.69,0.87
standardization,3,-0.14,0.55,0.64,0.93
standardized,33,-0.11,0.59,0.65,0.92
star,15,-0.19,0.47,0.76,0.89
starting-point,32,-0.14,0.55,0.59,0.91
start-up,6,-0.17,0.45,0.55,0.94
startup,6,-0.17,0.45,0.50,0.97
state,28,-0.14,0.56,0.56,0.95
state-of-the-art,33,-0.11,0.59,0.65,0.91
static,35,-0.17,0.50,0.63,0.88
statistical-mechanics,6,-0.17,0.45,0.54,0.94
statistical-physics,6,-0.17,0.45,0.57,0.95
stay,10,-0.06,0.66,0.73,0.81
steadily,4,-0.20,0.45,0.51,0.88
steer,29,-0.02,0.69,0.62,0.95
step,19,-0.16,0.53,0.59,0.95
step-change,32,-0.14,0.55,0.60,0.91
stephen,14,-0.03,0.68,0.82,0.67
stepping-stone,32,-0.14,0.55,0.65,0.81
stevenson,14,-0.03,0.68,0.63,0.94
still,20,-0.13,0.57,0.59,0.88
stimulate,29,-0.02,0.69,0.76,0.75
stimulated-emission,9,0.29,0.27,0.55,0.92
stone,15,-0.19,0.47,0.50,0.96
storage,39,-0.12,0.59,0.54,0.99
storm,15,-0.19,0.47,0.51,0.99
story,20,-0.13,0.57,0.60,0.92
straightforward,37,-0.15,0.56,0.69,0.87
strain,7,-0.11,0.60,0.50,0.95
strand,15,-0.19,0.47,0.53,0.97
strange,8,-0.17,0.51,0.53,0.94
strategic,3,-0.14,0.55,0.68,0.86
strategic-partnership,3,-0.14,0.55,0.51,0.94
strategic-planning,3,-0.14,0.55,0.58,0.87
strategic-priorities,3,-0.14,0.55,0.50,0.92
strategy,3,-0.14,0.55,0.70,0.83
strathclyde,26,-0.14,0.54,0.53,0.91
strawberry,0,-0.16,0.50,0.54,0.89
stream,19,-0.16,0.53,0.50,0.97
streamline,29,-0.02,0.69,0.72,0.90
strengthen,29,-0.02,0.69,0.79,0.82
stringent,37,-0.15,0.56,0.52,0.96
strong-contender,32,-0.14,0.55,0.57,0.87
strong-presence,32,-0.14,0.55,0.51,0.94
structural,31,-0.09,0.60,0.56,0.95
structure,12,-0.11,0.59,0.61,0.94
structured,33,-0.11,0.59,0.55,0.94
structure-modeling,9,0.29,0.27,0.51,0.59
student,15,-0.19,0.47,0.50,0.97
studio,15,-0.19,0.47,0.71,0.90
study,7,-0.11,0.60,0.58,0.89
subatomic-particle,21,-0.12,0.48,0.50,0.92
subcommittee,28,-0.14,0.56,0.55,0.91
subject-matter,18,-0.21,0.38,0.55,0.98
submarine,1,-0.09,0.60,0.52,0.98
submission,2,-0.19,0.47,0.67,0.92
submit,22,-0.06,0.66,0.66,0.89
sub-optimal,35,-0.17,0.50,0.62,0.86
substantive,18,-0.21,0.38,0.53,0.87
substrate,1,-0.09,0.60,0.82,0.87
subsystem,1,-0.09,0.60,0.65,0.98
succeed,29,-0.02,0.69,0.69,0.95
success,3,-0.14,0.55,0.51,1.00
successful,37,-0.15,0.56,0.60,0.96
success-story,32,-0.14,0.55,0.60,0.88
sue,11,-0.10,0.60,0.61,0.92
suffer,11,-0.10,0.60,0.58,0.93
sufficient,37,-0.15,0.56,0.62,0.90
suggest,11,-0.10,0.60,0.61,0.92
suitable,37,-0.15,0.56,0.62,0.92
suited,37,-0.15,0.56,0.57,0.93
summarize,11,-0.10,0.60,0.52,1.00
sun,15,-0.19,0.47,0.61,0.94
super,0,-0.16,0.50,0.52,0.93
supercharge,29,-0.02,0.69,0.79,0.74
supercomputer,17,-0.09,0.62,0.68,0.87
supercomputing,31,-0.09,0.60,0.70,0.93
superconducting,1,-0.09,0.60,0.66,0.93
superconducting-circuit,9,0.29,0.27,0.63,0.94
superconducting-quantum-computer,9,0.29,0.27,0.51,0.77
superconducting-qubit,21,-0.12,0.48,0.67,0.99
superconducting-qubits,6,-0.17,0.45,0.61,0.98
superconductivity,1,-0.09,0.60,0.71,0.92
superconductor,1,-0.09,0.60,0.77,0.79
superposition,12,-0.11,0.59,0.63,0.98
superposition-principle,9,0.29,0.27,0.53,0.72
supersede,11,-0.10,0.60,0.52,0.98
supply-chain,3,-0.14,0.55,0.69,0.89
support,29,-0.02,0.69,0.68,0.95
supporter,15,-0.19,0.47,0.52,0.99
supposed,37,-0.15,0.56,0.52,0.91
suppress,11,-0.10,0.60,0.69,0.85
surface,1,-0.09,0.60,0.67,0.93
surgery,7,-0.11,0.60,0.50,0.94
surging,4,-0.20,0.45,0.50,0.91
survive,11,-0.10,0.60,0.67,1.00
susceptible,37,-0.15,0.56,0.63,0.91
suspend,22,-0.06,0.66,0.53,1.00
sustainability,3,-0.14,0.55,0.77,0.78
sustainable,33,-0.11,0.59,0.67,0.93
swap,19,-0.16,0.53,0.55,0.92
sweet,8,-0.17,0.51,0.56,0.99
swimsuit,0,-0.16,0.50,0.52,0.96
switchable,1,-0.09,0.60,0.57,0.91
symmetrical,35,-0.17,0.50,0.58,0.94
symmetry,12,-0.11,0.59,0.72,0.85
sympathetic,37,-0.15,0.56,0.56,0.91
symptom,7,-0.11,0.60,0.62,0.84
synchronization,12,-0.11,0.59,0.68,0.93
synchrotron,1,-0.09,0.60,0.67,0.89
syndrome,7,-0.11,0.60,0.65,0.81
synergistic,33,-0.11,0.59,0.53,0.94
synergy,3,-0.14,0.55,0.58,0.95
synthesis,31,-0.09,0.60,0.63,0.95
synthetic,1,-0.09,0.60,0.52,0.95
system,39,-0.12,0.59,0.72,0.86
systematic,33,-0.11,0.59,0.52,1.00
systems,3,-0.14,0.55,0.61,1.00
systems-analysis,31,-0.09,0.60,0.59,0.96
t2,13,-0.17,0.46,0.70,0.85
tackle,29,-0.02,0.69,0.61,0.96
tailor,22,-0.06,0.66,0.67,0.93
take,10,-0.06,0.66,0.76,0.82
takeover,28,-0.14,0.56,0.53,0.96
talent,3,-0.14,0.55,0.61,0.92
talented,8,-0.17,0.51,0.64,0.81
talent-pool,3,-0.14,0.55,0.52,0.96
talk,10,-0.06,0.66,0.75,0.85
tangle,30,-0.16,0.48,0.51,0.95
tap,19,-0.16,0.53,0.60,0.96
targeted-treatment,7,-0.11,0.60,0.59,0.95
taste,0,-0.16,0.50,0.55,0.98
taylor,14,-0.03,0.68,0.81,0.71
tcl,0,-0.16,0.50,0.62,1.00
team,20,-0.13,0.57,0.57,0.92
tease,30,-0.16,0.48,0.61,0.91
tech,3,-0.14,0.55,0.61,0.93
technical,3,-0.14,0.55,0.61,0.95
technical-assistance,3,-0.14,0.55,0.51,0.95
technical-development,3,-0.14,0.55,0.63,0.96
technique,12,-0.11,0.59,0.63,0.98
technological,3,-0.14,0.55,0.64,0.92
technologist,26,-0.14,0.54,0.68,0.85
technology,3,-0.14,0.55,0.82,0.82
technology-application,6,-0.17,0.45,0.58,0.95
technology-based,3,-0.14,0.55,0.61,0.97
technology-directorate,26,-0.14,0.54,0.52,0.97
technology-driven,33,-0.11,0.59,0.61,0.91
technology-expert,26,-0.14,0.54,0.67,0.84
technology-innovation,3,-0.14,0.55,0.78,0.75
technology-solutions,3,-0.14,0.55,0.69,0.84
technology-transfer,3,-0.14,0.55,0.61,0.91
television,15,-0.19,0.47,0.50,0.99
tell,10,-0.06,0.66,0.65,0.97
temperature,1,-0.09,0.60,0.63,0.99
temperature-controller,1,-0.09,0.60,0.63,0.95
template,39,-0.12,0.59,0.56,0.96
tensor,17,-0.09,0.62,0.76,0.76
tensor-product,13,-0.17,0.46,0.57,1.00
tenured-associate-professor,26,-0.14,0.54,0.57,0.85
terahertz,1,-0.09,0.60,0.67,0.93
terrain,1,-0.09,0.60,0.52,0.98
terrestrial,31,-0.09,0.60,0.55,0.97
test,22,-0.06,0.66,0.53,0.97
test-bed,6,-0.17,0.45,0.58,0.97
testbed,6,-0.17,0.45,0.67,0.95
testbeds,6,-0.17,0.45,0.61,0.92
text,39,-0.12,0.59,0.62,0.97
them,20,-0.13,0.57,0.72,0.79
theorem,12,-0.11,0.59,0.61,0.95
theoretical,31,-0.09,0.60,0.54,0.97
theoretical-chemistry,26,-0.14,0.54,0.61,0.89
theoretically,21,-0.12,0.48,0.53,0.94
there,37,-0.15,0.56,0.50,0.95
therefore,18,-0.21,0.38,0.53,0.97
