document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"D-Wave is a leader in the development and delivery of quantum computing systems, software, and services, and is the world’s first commercial supplier of quantum",34,0.09,0.84,0.89,0.92
Our mission is to unlock the power of quantum computing today to benefit business and society,32,-0.01,0.83,0.86,0.82
They are exploring ways to leverage quantum technology to the benefit of learning robots,32,-0.01,0.83,0.87,0.91
Quantum computing is more in the early stages,11,0.12,0.95,0.98,0.51
Quantum sensing methods have attracted attention as a pathway to accomplish these goals4,1,-0.06,0.79,0.85,0.84
"In addition to ABE, other NTT Research-related technologies with potential commercial byproducts include applications of multiparty computation (MPC), another area of research for CIS Lab cryptographers, and implementations of the coherent Ising machine (CIM), a quantum computing-related technology that is an area of focus for the NTT Research Physics & Informatics (PHI) Lab",34,0.09,0.84,0.84,0.97
"To tackle the dilemma, Cheng and his colleagues developed a quantum simulator by building an ""atomic Lego set"" with graphene, a single layer of carbon atoms arranged in a honeycomb lattice structure that produces excellent conductivity and strength",10,0.06,0.79,0.82,0.92
"The company offers CFQD quantum dots which are fluorescent semiconductor nanoparticles for OLED and µLED colour conversion, QD-EL, and security tagging applications",34,0.09,0.84,0.88,0.81
The most exciting application of quantum entanglement is perhaps the use of these “connected” points,19,-0.00,0.86,0.86,0.93
This allows the company’s customers to build full stack Open-Architecture Quantum Computers,3,0.01,0.84,0.87,0.98
"Profile       ()       D-Wave Quantum Inc develops and delivers quantum computing systems, software, and services worldwide",39,0.05,0.85,0.85,0.87
a Russian science and technology center focused on the development of high-tech products based on quantum technologies,24,0.11,0.85,0.88,0.88
"D-Wave is a leader in the development and delivery of quantum computing systems, software and services, and is the world’s first commercial supplier of quantum computers",34,0.09,0.84,0.89,0.83
The company’s mission is to unlock the power of quantum computing today to benefit business and society,32,-0.01,0.83,0.86,0.82
"Keysight's True-Q software brings a broad suite of capabilities that is expected to help Rigetti's user base achieve higher performance quantum computing,"" said Joseph Emerson, Director of Advanced Research, QES at Keysight Technologies",17,0.01,0.75,0.82,0.84
"Rigetti has entered into a partnership with Bluefors, a leading provider of cryogenic systems, to develop next-generation cryogenic platforms expected to be used for Rigetti's anticipated 336-qubit, 1,000+ qubit, and 4,000+ qubit quantum processing units",39,0.05,0.85,0.82,0.91
Rigetti has developed the industry's first multi-chip quantum processor for scalable quantum computing systems,39,0.05,0.85,0.94,0.62
"being the industry standard and the ability of its strategic investments in quantum hardware, software, and partnerships to enable progress toward Quantum Advantage",0,-0.00,0.76,0.83,0.90
"subsidy for €1.1M project to develop superconducting quantum processors with novel materials       ‍September 15th, 2022",39,0.05,0.85,0.89,0.77
This allows the company's customers to build full stack Open-Architecture Quantum Computers,3,0.01,0.84,0.87,0.98
isotope-controlled SiC enable a variety of quantum devices,3,0.01,0.84,0.88,0.81
There are also efforts to realize qubits using classical silicon technology,28,0.01,0.88,0.91,0.86
computing the technological processes are also designed to enable quantum sensing and communication devices and applications,3,0.01,0.84,0.82,0.95
The funding measure serves to establish an independent junior research group with which Prof. Nagy realizes new research approaches on SiC quantum devices at the LEB and the IISB,14,-0.02,0.74,0.82,0.93
development of quantum software that ensures quantum computers perform calculations accurately and appropriately,37,-0.06,0.76,0.81,1.00
"Because quantum computers and classical computers demonstrate strengths in different areas of computation, this method uses classical computers to extract the computation field of quantum computers and perform quantum computation",9,0.04,0.78,0.82,0.95
Practically realizing such an algorithm as a program       for a quantum computer requires an efficient implementation of the data       structure whose operations correspond to unitary operators that manipulate,37,-0.06,0.76,0.82,0.93
"However, its innovations in emerging fields such as quantum computing demonstrate that the company has a lot to look forward",1,-0.06,0.79,0.80,0.90
these materials to build quantum devices and hardware,26,0.16,0.94,0.97,0.62
"After my postdoc, I plan to use what I’ve learned to build a quantum computing and hardware startup",29,0.07,0.85,0.89,0.88
"However, there are still many obstacles hindering practical quantum computing",11,0.12,0.95,0.99,0.50
The reality is that Alphabet has built the world’s leading quantum computer,8,0.08,0.92,0.96,0.71
"That is, other quantum computing players like Alphabet have chased quantum supremacy",2,0.01,0.91,0.94,0.74
"So, Quantum Computing is building a portfolio of affordable quantum computing software and apps that deliver quantum computing power",29,0.07,0.85,0.90,0.86
Baidu wants to build out quantum computing power,31,0.01,0.78,0.82,0.87
"Since it is difficult to experimentally achieve stimulated emission output using both long-lived atomic energy levels and bad cavity structures, this requirement greatly limits the quantum systems that can be used for the active optical frequency standard",2,0.01,0.91,0.92,0.98
"Now, researchers at the University of Chicago’s Pritzker School of Molecular Engineering (PME) have developed a method to optimize these quantum sensors, which can detect tiny perturbations in magnetic or electric fields, among other things",10,0.06,0.79,0.87,0.91
UK to develop field-deployable quantum light source,30,-0.02,0.90,0.85,0.88
"This is ideal for delivering high-speed quantum key distribution and quantum information processing, as well as being a brighter source for imaging or sensing applications",12,0.02,0.87,0.84,0.94
aiming to develop a complete post-quantum cryptography toolbox to be combined with new PKI-related Trust Services delivered by WISeKey,30,-0.02,0.90,0.89,0.77
QuantLR & LightPath Technologies Announce Partnership to Develop Free-Space Quantum Encryption System,36,0.08,0.83,0.87,0.73
"from the National Renewable Energy Laboratory (NREL),       who have implemented quantum cellular",10,0.06,0.79,0.86,0.89
The Chinese have made a lot of advances on quantum communication and quantum key,38,-0.05,0.79,0.82,0.85
QCI to combine its deep expertise and experience in quantum computing with QPhoton’s research efforts to develop photonic-based quantum systems,32,-0.01,0.83,0.91,0.97
QCI has developed a room-temperature Entropy Quantum System for solving real world business problems today,39,0.05,0.85,0.96,0.54
"In this partnership, QCI will use its Entropy Quantum Computing (EQC) technologies to demonstrate optimization use cases in support of advanced air mobility applications",0,-0.00,0.76,0.82,0.91
QCI has developed a room-temperature Entropy Quantum System (EQC) for solving real world business problems,39,0.05,0.85,0.96,0.54
"QCI’s Entropy Quantum Computer, the quantum information processing system for solving real-world problems, is available now and this is only the beginning of our commercialization of quantum solutions",34,0.09,0.84,0.87,0.90
Huang’ vision (which we share) is to bring quantum technologies to the industry and make it available for anyone in any industry that needs to solve complex or world changing problems,1,-0.06,0.79,0.83,0.92
